id,currentteamid,playername,currentteam,position,goals,assists,shots,games,points,timeonicepergame,lastupdated
8470794,25,Joe Pavelski,Dallas Stars,Center,4,4,23,9,8,15.43,"11/01/2022, 19:39:10"
8473994,25,Jamie Benn,Dallas Stars,Left Wing,0,3,15,9,3,14.07,"11/01/2022, 19:39:10"
8475794,25,Tyler Seguin,Dallas Stars,Center,2,5,21,9,7,16.54,"11/01/2022, 19:39:10"
8475825,25,Jani Hakanpaa,Dallas Stars,Defenseman,1,0,13,9,1,18.26,"11/01/2022, 19:39:11"
8476525,25,Colin Miller,Dallas Stars,Defenseman,0,0,6,9,0,17.21,"11/01/2022, 19:39:11"
8476822,25,Luke Glendening,Dallas Stars,Center,1,0,8,9,1,12.2,"11/01/2022, 19:39:11"
8476889,25,Radek Faksa,Dallas Stars,Center,0,1,5,9,1,12.34,"11/01/2022, 19:39:11"
8476902,25,Esa Lindell,Dallas Stars,Defenseman,1,2,13,9,3,20.11,"11/01/2022, 19:39:11"
8477810,25,Joel Hanley,Dallas Stars,Defenseman,0,0,4,3,0,12.22,"11/01/2022, 19:39:11"
8478449,25,Roope Hintz,Dallas Stars,Center,3,6,16,9,9,16.06,"11/01/2022, 19:39:11"
8478495,25,Denis Gurianov,Dallas Stars,Right Wing,0,0,12,8,0,12.53,"11/01/2022, 19:39:12"
8478975,25,Mason Marchment,Dallas Stars,Left Wing,4,3,24,9,7,15.52,"11/01/2022, 19:39:12"
8480027,25,Jason Robertson,Dallas Stars,Left Wing,4,6,26,9,10,16.36,"11/01/2022, 19:39:12"
8480036,25,Miro Heiskanen,Dallas Stars,Defenseman,2,1,15,6,3,24.48,"11/01/2022, 19:39:12"
8480848,25,Ty Dellandrea,Dallas Stars,Center,0,3,8,9,3,14.53,"11/01/2022, 19:39:12"
8480878,25,Nils Lundkvist,Dallas Stars,Defenseman,0,4,15,9,4,18.05,"11/01/2022, 19:39:12"
8481641,25,Joel Kiviranta,Dallas Stars,Left Wing,3,0,15,9,3,12.04,"11/01/2022, 19:39:13"
8482740,25,Wyatt Johnston,Dallas Stars,Center,3,1,12,9,4,14.19,"11/01/2022, 19:39:13"
8480113,26,Alex Iafallo,Los Angeles Kings,Left Wing,2,3,6,4,5,15.32,"11/01/2022, 19:39:13"
8471303,26,Alexander Edler,Los Angeles Kings,Defenseman,0,0,6,8,0,13.59,"11/01/2022, 19:39:13"
8471685,26,Anze Kopitar,Los Angeles Kings,Center,2,8,19,11,10,19.49,"11/01/2022, 19:39:13"
8474563,26,Drew Doughty,Los Angeles Kings,Defenseman,1,4,23,11,5,27.1,"11/01/2022, 19:39:13"
8476479,26,Phillip Danault,Los Angeles Kings,Center,4,2,21,11,6,18.42,"11/01/2022, 19:39:14"
8477942,26,Kevin Fiala,Los Angeles Kings,Left Wing,2,10,26,11,12,16.53,"11/01/2022, 19:39:14"
8477960,26,Adrian Kempe,Los Angeles Kings,Center,6,3,28,11,9,18.12,"11/01/2022, 19:39:14"
8477962,26,Brendan Lemieux,Los Angeles Kings,Left Wing,0,3,12,10,3,10.09,"11/01/2022, 19:39:14"
8478042,26,Viktor Arvidsson,Los Angeles Kings,Left Wing,2,3,23,9,5,15.59,"11/01/2022, 19:39:14"
8478911,26,Matt Roy,Los Angeles Kings,Defenseman,3,2,23,11,5,18.17,"11/01/2022, 19:39:14"
8479336,26,Carl Grundstrom,Los Angeles Kings,Right Wing,3,1,19,10,4,11.47,"11/01/2022, 19:39:14"
8479675,26,Trevor Moore,Los Angeles Kings,Center,1,7,35,11,8,18.03,"11/01/2022, 19:39:15"
8479994,26,Jaret Anderson-Dolan,Los Angeles Kings,Center,0,0,2,2,0,9.14,"11/01/2022, 19:39:15"
8479998,26,Mikey Anderson,Los Angeles Kings,Defenseman,0,3,16,11,3,21.04,"11/01/2022, 19:39:15"
8480014,26,Gabriel Vilardi,Los Angeles Kings,Center,8,5,29,11,13,15.5,"11/01/2022, 19:39:15"
8480336,26,Sean Walker,Los Angeles Kings,Defenseman,0,0,10,7,0,13.54,"11/01/2022, 19:39:15"
8480434,26,Sean Durzi,Los Angeles Kings,Defenseman,1,5,15,10,6,21.0,"11/01/2022, 19:39:15"
8480845,26,Rasmus Kupari,Los Angeles Kings,Center,0,1,0,2,1,9.28,"11/01/2022, 19:39:15"
8481481,26,Blake Lizotte,Los Angeles Kings,Center,2,0,16,11,2,11.28,"11/01/2022, 19:39:16"
8481560,26,Arthur Kaliyev,Los Angeles Kings,Right Wing,3,3,21,10,6,11.03,"11/01/2022, 19:39:16"
8482124,26,Quinton Byfield,Los Angeles Kings,Center,0,3,5,8,3,11.46,"11/01/2022, 19:39:16"
8482730,26,Brandt Clarke,Los Angeles Kings,Defenseman,0,2,9,8,2,13.34,"11/01/2022, 19:39:16"
8478906,28,Markus Nutivaara,San Jose Sharks,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:39:16"
8471709,28,Marc-Edouard Vlasic,San Jose Sharks,Defenseman,0,1,9,11,1,18.16,"11/01/2022, 19:39:16"
8474009,28,Nick Bonino,San Jose Sharks,Center,0,0,8,8,0,15.51,"11/01/2022, 19:39:17"
8474053,28,Logan Couture,San Jose Sharks,Center,4,3,14,11,7,17.58,"11/01/2022, 19:39:17"
8474578,28,Erik Karlsson,San Jose Sharks,Defenseman,6,5,27,11,11,23.45,"11/01/2022, 19:39:17"
8476442,28,Matt Nieto,San Jose Sharks,Left Wing,1,3,16,11,4,14.0,"11/01/2022, 19:39:17"
8476449,28,Scott Harrington,San Jose Sharks,Defenseman,0,1,2,2,1,15.47,"11/01/2022, 19:39:17"
8476881,28,Tomas Hertl,San Jose Sharks,Center,1,5,22,11,6,19.05,"11/01/2022, 19:39:17"
8476988,28,Matt Benning,San Jose Sharks,Defenseman,0,1,10,11,1,18.12,"11/01/2022, 19:39:17"
8477034,28,Jaycob Megna,San Jose Sharks,Defenseman,0,3,4,9,3,16.37,"11/01/2022, 19:39:18"
8478067,28,Oskar Lindblom,San Jose Sharks,Left Wing,0,3,11,10,3,11.23,"11/01/2022, 19:39:18"
8478099,28,Kevin Labanc,San Jose Sharks,Right Wing,1,1,17,10,2,14.2,"11/01/2022, 19:39:18"
8478414,28,Timo Meier,San Jose Sharks,Right Wing,1,4,53,11,5,19.23,"11/01/2022, 19:39:18"
8478431,28,Evgeny Svechnikov,San Jose Sharks,Left Wing,2,2,12,10,4,11.42,"11/01/2022, 19:39:18"
8478904,28,Steven Lorentz,San Jose Sharks,Center,1,2,12,11,3,12.42,"11/01/2022, 19:39:18"
8479316,28,Luke Kunin,San Jose Sharks,Center,1,4,26,11,5,17.31,"11/01/2022, 19:39:19"
8479393,28,Noah Gregor,San Jose Sharks,Center,0,0,4,4,0,10.57,"11/01/2022, 19:39:19"
8479981,28,Jonah Gadjovich,San Jose Sharks,Left Wing,0,0,5,6,0,9.22,"11/01/2022, 19:39:19"
8479983,28,Mario Ferraro,San Jose Sharks,Defenseman,0,3,12,11,3,23.1,"11/01/2022, 19:39:19"
8480160,28,Radim Simek,San Jose Sharks,Defenseman,1,0,13,11,1,15.49,"11/01/2022, 19:39:19"
8481477,28,Nico Sturm,San Jose Sharks,Center,5,0,18,11,5,13.52,"11/01/2022, 19:39:19"
8482222,28,Alexander Barabanov,San Jose Sharks,Left Wing,0,3,5,7,3,17.12,"11/01/2022, 19:39:19"
8479941,29,Justin Danforth,Columbus Blue Jackets,Right Wing,2,1,10,6,3,13.23,"11/01/2022, 19:39:20"
8480871,29,Adam Boqvist,Columbus Blue Jackets,Defenseman,0,0,3,4,0,15.56,"11/01/2022, 19:39:20"
8483565,29,Nick Blankenburg,Columbus Blue Jackets,Defenseman,1,1,8,4,2,16.04,"11/01/2022, 19:39:20"
8474161,29,Jakub Voracek,Columbus Blue Jackets,Right Wing,0,5,14,10,5,15.39,"11/01/2022, 19:39:20"
8474679,29,Gustav Nyquist,Columbus Blue Jackets,Left Wing,2,2,16,10,4,17.55,"11/01/2022, 19:39:20"
8475790,29,Erik Gudbranson,Columbus Blue Jackets,Defenseman,0,3,12,10,3,18.39,"11/01/2022, 19:39:20"
8476346,29,Johnny Gaudreau,Columbus Blue Jackets,Left Wing,5,3,30,10,8,19.57,"11/01/2022, 19:39:20"
8476374,29,Sean Kuraly,Columbus Blue Jackets,Center,1,2,13,10,3,13.01,"11/01/2022, 19:39:21"
8476432,29,Boone Jenner,Columbus Blue Jackets,Center,1,3,31,10,4,20.03,"11/01/2022, 19:39:21"
8478458,29,Jack Roslovic,Columbus Blue Jackets,Center,1,4,15,10,5,16.15,"11/01/2022, 19:39:21"
8478460,29,Zach Werenski,Columbus Blue Jackets,Defenseman,2,2,34,10,4,24.43,"11/01/2022, 19:39:21"
8478882,29,Vladislav Gavrikov,Columbus Blue Jackets,Defenseman,1,1,12,10,2,21.5,"11/01/2022, 19:39:21"
8479339,29,Patrik Laine,Columbus Blue Jackets,Left Wing,1,0,12,4,1,17.35,"11/01/2022, 19:39:22"
8479369,29,Andrew Peeke,Columbus Blue Jackets,Defenseman,2,1,14,10,3,20.15,"11/01/2022, 19:39:22"
8479402,29,Jake Bean,Columbus Blue Jackets,Defenseman,1,3,10,9,4,14.51,"11/01/2022, 19:39:22"
8479671,29,Mathieu Olivier,Columbus Blue Jackets,Right Wing,0,1,9,9,1,9.4,"11/01/2022, 19:39:22"
8479945,29,Gavin Bayreuther,Columbus Blue Jackets,Defenseman,0,0,0,1,0,15.09,"11/01/2022, 19:39:22"
8480762,29,Eric Robinson,Columbus Blue Jackets,Left Wing,1,1,8,9,2,12.27,"11/01/2022, 19:39:23"
8480853,29,Liam Foudy,Columbus Blue Jackets,Center,0,2,1,3,2,11.32,"11/01/2022, 19:39:23"
8482475,29,Yegor Chinakhov,Columbus Blue Jackets,Right Wing,2,4,12,10,6,13.04,"11/01/2022, 19:39:23"
8482660,29,Kent Johnson,Columbus Blue Jackets,Center,3,3,14,9,6,12.57,"11/01/2022, 19:39:23"
8482705,29,Cole Sillinger,Columbus Blue Jackets,Center,0,2,15,10,2,12.43,"11/01/2022, 19:39:23"
8483460,29,David Jiricek,Columbus Blue Jackets,Defenseman,0,0,4,2,0,15.3,"11/01/2022, 19:39:23"
8478413,30,Jordan Greenway,Minnesota Wild,Left Wing,0,0,0,1,0,2.58,"11/01/2022, 19:39:23"
8477205,30,Andrej Sustr,Minnesota Wild,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:39:23"
8471274,30,Alex Goligoski,Minnesota Wild,Defenseman,0,0,6,4,0,14.21,"11/01/2022, 19:39:24"
8474716,30,Jared Spurgeon,Minnesota Wild,Defenseman,1,3,19,9,4,21.43,"11/01/2022, 19:39:24"
8475220,30,Marcus Foligno,Minnesota Wild,Left Wing,1,2,11,8,3,14.37,"11/01/2022, 19:39:24"
8475692,30,Mats Zuccarello,Minnesota Wild,Right Wing,5,7,31,9,12,20.45,"11/01/2022, 19:39:24"
8475750,30,Jon Merrill,Minnesota Wild,Defenseman,0,0,3,5,0,17.14,"11/01/2022, 19:39:24"
8476463,30,Jonas Brodin,Minnesota Wild,Defenseman,0,2,15,9,2,21.42,"11/01/2022, 19:39:24"
8476856,30,Matt Dumba,Minnesota Wild,Defenseman,0,2,12,9,2,20.12,"11/01/2022, 19:39:25"
8477451,30,Ryan Hartman,Minnesota Wild,Right Wing,1,4,21,9,5,15.46,"11/01/2022, 19:39:25"
8477919,30,Frederick Gaudreau,Minnesota Wild,Center,1,3,26,9,4,16.46,"11/01/2022, 19:39:25"
8478136,30,Jacob Middleton,Minnesota Wild,Defenseman,1,3,17,9,4,18.36,"11/01/2022, 19:39:25"
8478493,30,Joel Eriksson Ek,Minnesota Wild,Center,4,3,31,9,7,19.53,"11/01/2022, 19:39:25"
8478864,30,Kirill Kaprizov,Minnesota Wild,Left Wing,6,5,35,9,11,21.38,"11/01/2022, 19:39:25"
8479351,30,Sam Steel,Minnesota Wild,Center,2,1,7,9,3,11.11,"11/01/2022, 19:39:25"
8479370,30,Tyson Jost,Minnesota Wild,Center,0,1,7,7,1,14.08,"11/01/2022, 19:39:26"
8479520,30,Brandon Duhaime,Minnesota Wild,Right Wing,2,1,18,9,3,9.29,"11/01/2022, 19:39:26"
8480884,30,Calen Addison,Minnesota Wild,Defenseman,0,7,9,9,7,18.21,"11/01/2022, 19:39:26"
8480980,30,Connor Dewar,Minnesota Wild,Center,0,2,5,8,2,9.08,"11/01/2022, 19:39:26"
8481557,30,Matt Boldy,Minnesota Wild,Left Wing,5,3,29,9,8,19.12,"11/01/2022, 19:39:26"
8482079,30,Marco Rossi,Minnesota Wild,Center,0,0,3,8,0,11.22,"11/01/2022, 19:39:26"
8477940,52,Nikolaj Ehlers,Winnipeg Jets,Left Wing,0,3,7,2,3,19.0,"11/01/2022, 19:39:27"
8471218,52,Blake Wheeler,Winnipeg Jets,Right Wing,2,5,14,9,7,17.26,"11/01/2022, 19:39:27"
8474040,52,Sam Gagner,Winnipeg Jets,Center,3,0,11,9,3,11.43,"11/01/2022, 19:39:27"
8475455,52,Brenden Dillon,Winnipeg Jets,Defenseman,0,2,12,9,2,19.28,"11/01/2022, 19:39:27"
8476331,52,Dylan DeMelo,Winnipeg Jets,Defenseman,0,1,10,9,1,17.25,"11/01/2022, 19:39:27"
8476392,52,Adam Lowry,Winnipeg Jets,Center,2,4,14,9,6,14.38,"11/01/2022, 19:39:27"
8476460,52,Mark Scheifele,Winnipeg Jets,Center,6,0,24,9,6,21.21,"11/01/2022, 19:39:27"
8476952,52,Dominic Toninato,Winnipeg Jets,Center,0,0,0,0,0,0.0,"11/01/2022, 19:39:28"
8477220,52,Nate Schmidt,Winnipeg Jets,Defenseman,1,0,11,9,1,21.01,"11/01/2022, 19:39:28"
8477357,52,Saku Maenalanen,Winnipeg Jets,Right Wing,0,1,6,9,1,9.58,"11/01/2022, 19:39:28"
8477504,52,Josh Morrissey,Winnipeg Jets,Defenseman,0,8,12,9,8,22.06,"11/01/2022, 19:39:28"
8478398,52,Kyle Connor,Winnipeg Jets,Left Wing,1,3,33,9,4,20.46,"11/01/2022, 19:39:28"
8478476,52,Kyle Capobianco,Winnipeg Jets,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:39:28"
8478891,52,Mason Appleton,Winnipeg Jets,Center,0,3,13,9,3,17.19,"11/01/2022, 19:39:29"
8479378,52,Logan Stanley,Winnipeg Jets,Defenseman,0,0,3,5,0,14.48,"11/01/2022, 19:39:29"
8479400,52,Pierre-Luc Dubois,Winnipeg Jets,Left Wing,3,3,27,9,6,17.54,"11/01/2022, 19:39:29"
8479536,52,Axel Jonsson-Fjallby,Winnipeg Jets,Left Wing,1,0,8,7,1,8.19,"11/01/2022, 19:39:29"
8480049,52,Dylan Samberg,Winnipeg Jets,Defenseman,0,0,3,4,0,14.41,"11/01/2022, 19:39:29"
8480145,52,Neal Pionk,Winnipeg Jets,Defenseman,3,3,23,9,6,22.31,"11/01/2022, 19:39:29"
8480289,52,Morgan Barron,Winnipeg Jets,Center,1,3,15,9,4,12.58,"11/01/2022, 19:39:29"
8481019,52,David Gustafsson,Winnipeg Jets,Center,0,2,4,9,2,9.23,"11/01/2022, 19:39:30"
8482149,52,Cole Perfetti,Winnipeg Jets,Center,3,3,17,9,6,15.54,"11/01/2022, 19:39:30"
8479345,53,Jakob Chychrun,Arizona Coyotes,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:39:30"
8475178,53,Zack Kassian,Arizona Coyotes,Right Wing,1,0,8,8,1,11.1,"11/01/2022, 19:39:30"
8475747,53,Patrik Nemeth,Arizona Coyotes,Defenseman,0,1,2,3,1,17.07,"11/01/2022, 19:39:30"
8475760,53,Nick Bjugstad,Arizona Coyotes,Center,1,2,14,8,3,15.01,"11/01/2022, 19:39:30"
8476329,53,Travis Boyd,Arizona Coyotes,Center,1,4,8,8,5,18.17,"11/01/2022, 19:39:31"
8476906,53,Shayne Gostisbehere,Arizona Coyotes,Defenseman,4,4,26,8,8,22.2,"11/01/2022, 19:39:31"
8477070,53,Liam O'Brien,Arizona Coyotes,Center,0,1,4,8,1,12.1,"11/01/2022, 19:39:31"
8477384,53,Josh Brown,Arizona Coyotes,Defenseman,1,1,10,8,2,19.51,"11/01/2022, 19:39:31"
8477941,53,Nick Ritchie,Arizona Coyotes,Left Wing,3,2,11,8,5,14.45,"11/01/2022, 19:39:31"
8477951,53,Nick Schmaltz,Arizona Coyotes,Center,0,0,0,1,0,2.26,"11/01/2022, 19:39:31"
8478062,53,Dysin Mayo,Arizona Coyotes,Defenseman,0,0,5,5,0,17.16,"11/01/2022, 19:39:31"
8478432,53,Christian Fischer,Arizona Coyotes,Right Wing,3,2,12,8,5,14.36,"11/01/2022, 19:39:32"
8478474,53,Lawson Crouse,Arizona Coyotes,Left Wing,3,2,13,8,5,16.55,"11/01/2022, 19:39:32"
8479343,53,Clayton Keller,Arizona Coyotes,Right Wing,2,6,13,8,8,18.34,"11/01/2022, 19:39:32"
8479442,53,Troy Stecher,Arizona Coyotes,Defenseman,0,1,9,8,1,19.16,"11/01/2022, 19:39:32"
8479976,53,Juuso Valimaki,Arizona Coyotes,Defenseman,0,2,4,6,2,17.34,"11/01/2022, 19:39:32"
8479982,53,Conor Timmins,Arizona Coyotes,Defenseman,0,0,3,2,0,8.34,"11/01/2022, 19:39:33"
8480849,53,Barrett Hayton,Arizona Coyotes,Center,0,0,14,8,0,15.01,"11/01/2022, 19:39:33"
8480855,53,Jack McBain,Arizona Coyotes,Center,1,1,4,8,2,12.46,"11/01/2022, 19:39:33"
8481711,53,Matias Maccelli,Arizona Coyotes,Left Wing,0,4,3,8,4,13.53,"11/01/2022, 19:39:33"
8482655,53,J.J. Moser,Arizona Coyotes,Defenseman,1,3,7,8,4,23.52,"11/01/2022, 19:39:33"
8482699,53,Dylan Guenther,Arizona Coyotes,Right Wing,2,3,10,7,5,12.54,"11/01/2022, 19:39:33"
8479974,54,Nolan Patrick,Vegas Golden Knights,Center,0,0,0,0,0,0.0,"11/01/2022, 19:39:33"
8473548,54,Phil Kessel,Vegas Golden Knights,Center,1,2,21,10,3,13.57,"11/01/2022, 19:39:34"
8474166,54,Alec Martinez,Vegas Golden Knights,Defenseman,0,1,9,10,1,19.26,"11/01/2022, 19:39:34"
8474565,54,Alex Pietrangelo,Vegas Golden Knights,Defenseman,0,6,21,10,6,23.34,"11/01/2022, 19:39:34"
8475188,54,Brayden McNabb,Vegas Golden Knights,Defenseman,0,4,10,10,4,19.31,"11/01/2022, 19:39:34"
8475191,54,Reilly Smith,Vegas Golden Knights,Right Wing,2,5,33,10,7,16.32,"11/01/2022, 19:39:34"
8475913,54,Mark Stone,Vegas Golden Knights,Right Wing,3,5,26,10,8,19.32,"11/01/2022, 19:39:34"
8476448,54,William Karlsson,Vegas Golden Knights,Center,4,3,20,10,7,17.16,"11/01/2022, 19:39:35"
8476539,54,Jonathan Marchessault,Vegas Golden Knights,Center,5,3,30,10,8,16.21,"11/01/2022, 19:39:35"
8476905,54,Chandler Stephenson,Vegas Golden Knights,Center,4,4,19,10,8,18.51,"11/01/2022, 19:39:35"
8477018,54,Ben Hutton,Vegas Golden Knights,Defenseman,0,0,1,1,0,11.02,"11/01/2022, 19:39:35"
8477447,54,Shea Theodore,Vegas Golden Knights,Defenseman,2,5,19,10,7,20.52,"11/01/2022, 19:39:35"
8477478,54,William Carrier,Vegas Golden Knights,Left Wing,1,1,20,9,2,10.18,"11/01/2022, 19:39:35"
8478020,54,Michael Amadio,Vegas Golden Knights,Center,1,1,10,7,2,11.1,"11/01/2022, 19:39:35"
8478403,54,Jack Eichel,Vegas Golden Knights,Center,4,6,35,10,10,17.43,"11/01/2022, 19:39:35"
8478434,54,Keegan Kolesar,Vegas Golden Knights,Right Wing,1,0,6,8,1,10.37,"11/01/2022, 19:39:36"
8478462,54,Nicolas Roy,Vegas Golden Knights,Center,2,3,16,10,5,15.03,"11/01/2022, 19:39:36"
8479353,54,Brett Howden,Vegas Golden Knights,Center,1,1,14,10,2,14.07,"11/01/2022, 19:39:36"
8479980,54,Nicolas Hague,Vegas Golden Knights,Defenseman,0,2,11,9,2,16.3,"11/01/2022, 19:39:36"
8479991,54,Jake Leschyshyn,Vegas Golden Knights,Center,0,0,2,2,0,11.08,"11/01/2022, 19:39:36"
8480727,54,Zach Whitecloud,Vegas Golden Knights,Defenseman,0,3,10,10,3,16.2,"11/01/2022, 19:39:37"
8481032,54,Paul Cotter,Vegas Golden Knights,Center,1,0,7,4,1,12.31,"11/01/2022, 19:39:37"
8475820,55,Joonas Donskoi,Seattle Kraken,Right Wing,0,0,0,0,0,0.0,"11/01/2022, 19:39:37"
8474586,55,Jordan Eberle,Seattle Kraken,Right Wing,1,6,15,10,7,15.46,"11/01/2022, 19:39:37"
8474602,55,Justin Schultz,Seattle Kraken,Defenseman,1,4,17,10,5,18.43,"11/01/2022, 19:39:37"
8475768,55,Jaden Schwartz,Seattle Kraken,Center,5,5,32,10,10,17.34,"11/01/2022, 19:39:38"
8476457,55,Adam Larsson,Seattle Kraken,Defenseman,2,1,16,10,3,22.45,"11/01/2022, 19:39:38"
8476467,55,Jamie Oleksiak,Seattle Kraken,Defenseman,2,1,6,10,3,18.52,"11/01/2022, 19:39:38"
8476826,55,Yanni Gourde,Seattle Kraken,Center,0,2,15,9,2,17.06,"11/01/2022, 19:39:38"
8477369,55,Carson Soucy,Seattle Kraken,Defenseman,0,3,12,10,3,16.01,"11/01/2022, 19:39:38"
8477416,55,Oliver Bjorkstrand,Seattle Kraken,Right Wing,1,3,39,10,4,17.37,"11/01/2022, 19:39:39"
8477444,55,Andre Burakovsky,Seattle Kraken,Left Wing,3,5,26,10,8,16.49,"11/01/2022, 19:39:39"
8477505,55,Alex Wennberg,Seattle Kraken,Center,1,3,17,10,4,19.22,"11/01/2022, 19:39:39"
8477955,55,Jared McCann,Seattle Kraken,Left Wing,5,3,23,10,8,14.43,"11/01/2022, 19:39:39"
8477987,55,Ryan Donato,Seattle Kraken,Center,1,1,15,7,2,11.16,"11/01/2022, 19:39:39"
8478407,55,Vince Dunn,Seattle Kraken,Defenseman,1,6,13,10,7,22.41,"11/01/2022, 19:39:39"
8478466,55,Daniel Sprong,Seattle Kraken,Right Wing,1,3,8,4,4,10.57,"11/01/2022, 19:39:39"
8478840,55,Will Borgen,Seattle Kraken,Defenseman,1,1,10,10,2,15.47,"11/01/2022, 19:39:40"
8479293,55,Brandon Tanev,Seattle Kraken,Left Wing,1,5,17,10,6,15.0,"11/01/2022, 19:39:40"
8479985,55,Cale Fleury,Seattle Kraken,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:39:40"
8479987,55,Morgan Geekie,Seattle Kraken,Center,2,1,8,7,3,9.22,"11/01/2022, 19:39:40"
8480901,55,Karson Kuhlman,Seattle Kraken,Center,1,1,12,8,2,11.04,"11/01/2022, 19:39:40"
8482665,55,Matty Beniers,Seattle Kraken,Center,4,4,21,10,8,17.39,"11/01/2022, 19:39:41"
8483524,55,Shane Wright,Seattle Kraken,Center,0,1,1,5,1,6.5,"11/01/2022, 19:39:41"
