id,currentteamid,playername,currentteam,position,goals,assists,shots,games,points,timeonicepergame,lastupdated
8476292,1,Ondrej Palat,New Jersey Devils,Left Wing,3,0,8,6,3,18.42,"11/01/2022, 19:37:49"
8474090,1,Brendan Smith,New Jersey Devils,Defenseman,0,0,5,9,0,13.05,"11/01/2022, 19:37:49"
8475193,1,Tomas Tatar,New Jersey Devils,Left Wing,1,2,24,9,3,14.37,"11/01/2022, 19:37:49"
8475287,1,Erik Haula,New Jersey Devils,Left Wing,0,3,26,9,3,16.57,"11/01/2022, 19:37:49"
8476462,1,Dougie Hamilton,New Jersey Devils,Defenseman,2,5,30,9,7,21.05,"11/01/2022, 19:37:49"
8476923,1,Damon Severson,New Jersey Devils,Defenseman,1,1,16,9,2,19.32,"11/01/2022, 19:37:49"
8477341,1,Andreas Johnsson,New Jersey Devils,Left Wing,0,0,0,0,0,0.0,"11/01/2022, 19:37:50"
8477425,1,Miles Wood,New Jersey Devils,Left Wing,2,0,24,9,2,13.0,"11/01/2022, 19:37:50"
8477435,1,Ryan Graves,New Jersey Devils,Defenseman,1,3,13,9,4,17.55,"11/01/2022, 19:37:50"
8478399,1,Jonas Siegenthaler,New Jersey Devils,Defenseman,1,2,10,9,3,20.08,"11/01/2022, 19:37:50"
8478507,1,John Marino,New Jersey Devils,Defenseman,1,3,12,9,4,20.52,"11/01/2022, 19:37:50"
8479407,1,Jesper Bratt,New Jersey Devils,Left Wing,4,11,27,9,15,17.05,"11/01/2022, 19:37:51"
8479414,1,Nathan Bastian,New Jersey Devils,Right Wing,1,1,12,8,2,12.26,"11/01/2022, 19:37:51"
8479415,1,Michael McLeod,New Jersey Devils,Center,0,3,9,9,3,10.23,"11/01/2022, 19:37:51"
8480002,1,Nico Hischier,New Jersey Devils,Center,4,5,31,8,9,19.03,"11/01/2022, 19:37:51"
8480003,1,Jesper Boqvist,New Jersey Devils,Center,0,0,3,3,0,10.12,"11/01/2022, 19:37:51"
8480188,1,Fabian Zetterlund,New Jersey Devils,Left Wing,1,1,15,4,2,12.46,"11/01/2022, 19:37:51"
8480860,1,Kevin Bahl,New Jersey Devils,Defenseman,0,0,3,3,0,10.27,"11/01/2022, 19:37:52"
8481068,1,Yegor Sharangovich,New Jersey Devils,Center,2,2,19,9,4,15.31,"11/01/2022, 19:37:52"
8481559,1,Jack Hughes,New Jersey Devils,Center,3,5,36,9,8,19.37,"11/01/2022, 19:37:52"
8482110,1,Dawson Mercer,New Jersey Devils,Center,3,2,25,9,5,15.17,"11/01/2022, 19:37:52"
8482125,1,Alexander Holtz,New Jersey Devils,Right Wing,1,0,6,4,1,10.35,"11/01/2022, 19:37:52"
8470610,2,Zach Parise,New York Islanders,Left Wing,3,1,24,9,4,16.24,"11/01/2022, 19:37:52"
8473504,2,Cal Clutterbuck,New York Islanders,Right Wing,1,0,8,8,1,12.1,"11/01/2022, 19:37:52"
8474573,2,Josh Bailey,New York Islanders,Right Wing,2,0,15,8,2,15.01,"11/01/2022, 19:37:53"
8474709,2,Matt Martin,New York Islanders,Left Wing,2,2,7,9,4,9.51,"11/01/2022, 19:37:53"
8475151,2,Kyle Palmieri,New York Islanders,Center,2,1,17,9,3,16.4,"11/01/2022, 19:37:53"
8475231,2,Casey Cizikas,New York Islanders,Center,0,2,7,9,2,13.17,"11/01/2022, 19:37:53"
8475314,2,Anders Lee,New York Islanders,Left Wing,4,5,24,9,9,16.24,"11/01/2022, 19:37:53"
8475754,2,Brock Nelson,New York Islanders,Center,3,6,24,9,9,17.45,"11/01/2022, 19:37:54"
8476419,2,Jean-Gabriel Pageau,New York Islanders,Center,0,5,14,9,5,16.53,"11/01/2022, 19:37:54"
8476429,2,Scott Mayfield,New York Islanders,Defenseman,3,1,15,9,4,18.43,"11/01/2022, 19:37:54"
8476917,2,Adam Pelech,New York Islanders,Defenseman,0,4,12,9,4,20.38,"11/01/2022, 19:37:54"
8477506,2,Ryan Pulock,New York Islanders,Defenseman,1,4,16,9,5,20.06,"11/01/2022, 19:37:54"
8477527,2,Ross Johnston,New York Islanders,Left Wing,0,0,0,1,0,10.31,"11/01/2022, 19:37:54"
8478373,2,Nikita Soshnikov,New York Islanders,Right Wing,0,0,2,2,0,10.46,"11/01/2022, 19:37:55"
8478445,2,Mathew Barzal,New York Islanders,Center,0,10,25,9,10,18.16,"11/01/2022, 19:37:55"
8478463,2,Anthony Beauvillier,New York Islanders,Left Wing,3,3,17,8,6,15.4,"11/01/2022, 19:37:55"
8480071,2,Robin Salo,New York Islanders,Defenseman,2,0,4,4,2,13.56,"11/01/2022, 19:37:55"
8480222,2,Sebastian Aho,New York Islanders,Defenseman,0,0,6,5,0,13.39,"11/01/2022, 19:37:55"
8480789,2,Oliver Wahlstrom,New York Islanders,Right Wing,4,2,22,8,6,13.08,"11/01/2022, 19:37:55"
8480865,2,Noah Dobson,New York Islanders,Defenseman,3,3,25,9,6,20.45,"11/01/2022, 19:37:56"
8481014,2,Alexander Romanov,New York Islanders,Defenseman,0,2,16,9,2,19.58,"11/01/2022, 19:37:56"
8471817,3,Ryan Reaves,New York Rangers,Right Wing,0,0,2,9,0,8.26,"11/01/2022, 19:37:56"
8475184,3,Chris Kreider,New York Rangers,Left Wing,3,4,34,10,7,20.06,"11/01/2022, 19:37:56"
8476389,3,Vincent Trocheck,New York Rangers,Center,4,5,41,10,9,20.41,"11/01/2022, 19:37:56"
8476459,3,Mika Zibanejad,New York Rangers,Center,6,6,51,10,12,21.15,"11/01/2022, 19:37:56"
8476624,3,Barclay Goodrow,New York Rangers,Center,2,2,17,10,4,14.38,"11/01/2022, 19:37:57"
8476885,3,Jacob Trouba,New York Rangers,Defenseman,0,3,32,10,3,22.08,"11/01/2022, 19:37:57"
8476918,3,Jimmy Vesey,New York Rangers,Left Wing,0,1,11,9,1,11.19,"11/01/2022, 19:37:57"
8477846,3,Ryan Carpenter,New York Rangers,Center,0,1,7,9,1,10.05,"11/01/2022, 19:37:57"
8478104,3,Sammy Blais,New York Rangers,Left Wing,0,2,7,7,2,11.06,"11/01/2022, 19:37:57"
8478550,3,Artemi Panarin,New York Rangers,Left Wing,5,11,27,10,16,20.37,"11/01/2022, 19:37:58"
8479323,3,Adam Fox,New York Rangers,Defenseman,2,7,21,10,9,24.14,"11/01/2022, 19:37:58"
8479324,3,Ryan Lindgren,New York Rangers,Defenseman,0,2,15,10,2,18.5,"11/01/2022, 19:37:58"
8479328,3,Julien Gauthier,New York Rangers,Right Wing,1,1,4,3,2,10.3,"11/01/2022, 19:37:58"
8479333,3,Libor Hajek,New York Rangers,Defenseman,0,0,4,3,0,12.41,"11/01/2022, 19:37:58"
8480078,3,Filip Chytil,New York Rangers,Center,2,1,9,6,3,12.25,"11/01/2022, 19:37:58"
8480817,3,K'Andre Miller,New York Rangers,Defenseman,0,3,19,10,3,21.39,"11/01/2022, 19:37:58"
8480833,3,Vitali Kravtsov,New York Rangers,Right Wing,0,0,0,4,0,7.13,"11/01/2022, 19:37:59"
8481554,3,Kaapo Kakko,New York Rangers,Right Wing,2,1,18,10,3,16.03,"11/01/2022, 19:37:59"
8481708,3,Zac Jones,New York Rangers,Defenseman,1,1,9,7,2,15.51,"11/01/2022, 19:37:59"
8482073,3,Braden Schneider,New York Rangers,Defenseman,0,1,7,10,1,14.09,"11/01/2022, 19:37:59"
8482109,3,Alexis Lafrenière,New York Rangers,Left Wing,2,3,28,10,5,16.36,"11/01/2022, 19:37:59"
8474037,4,James van Riemsdyk,Philadelphia Flyers,Left Wing,2,3,7,6,5,15.3,"11/01/2022, 19:37:59"
8475176,4,Ryan Ellis,Philadelphia Flyers,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:00"
8476461,4,Sean Couturier,Philadelphia Flyers,Center,0,0,0,0,0,0.0,"11/01/2022, 19:38:00"
8474027,4,Justin Braun,Philadelphia Flyers,Defenseman,0,0,6,8,0,16.53,"11/01/2022, 19:38:00"
8474715,4,Cam Atkinson,Philadelphia Flyers,Right Wing,0,0,0,0,0,0.0,"11/01/2022, 19:38:00"
8475235,4,Nicolas Deslauriers,Philadelphia Flyers,Left Wing,1,2,7,8,3,9.43,"11/01/2022, 19:38:00"
8475763,4,Kevin Hayes,Philadelphia Flyers,Center,1,9,17,8,10,19.07,"11/01/2022, 19:38:00"
8476310,4,Lukas Sedlak,Philadelphia Flyers,Center,0,2,8,7,2,9.42,"11/01/2022, 19:38:00"
8476372,4,Nick Seeler,Philadelphia Flyers,Defenseman,1,1,7,8,2,13.53,"11/01/2022, 19:38:01"
8476872,4,Scott Laughton,Philadelphia Flyers,Center,3,0,18,8,3,19.17,"11/01/2022, 19:38:01"
8477499,4,Rasmus Ristolainen,Philadelphia Flyers,Defenseman,0,0,1,2,0,15.47,"11/01/2022, 19:38:01"
8477948,4,Travis Sanheim,Philadelphia Flyers,Defenseman,0,0,8,8,0,21.24,"11/01/2022, 19:38:01"
8477950,4,Tony DeAngelo,Philadelphia Flyers,Defenseman,2,5,17,8,7,24.25,"11/01/2022, 19:38:01"
8478439,4,Travis Konecny,Philadelphia Flyers,Right Wing,4,5,26,8,9,19.47,"11/01/2022, 19:38:02"
8478500,4,Ivan Provorov,Philadelphia Flyers,Defenseman,0,5,18,8,5,23.37,"11/01/2022, 19:38:02"
8479322,4,Wade Allison,Philadelphia Flyers,Right Wing,2,1,15,8,3,12.33,"11/01/2022, 19:38:02"
8479356,4,Kieffer Bellows,Philadelphia Flyers,Left Wing,0,0,0,2,0,9.33,"11/01/2022, 19:38:02"
8479550,4,Tanner Laczynski,Philadelphia Flyers,Center,0,2,3,6,2,10.03,"11/01/2022, 19:38:02"
8479772,4,Zack MacEwen,Philadelphia Flyers,Center,2,1,11,6,3,13.52,"11/01/2022, 19:38:03"
8480015,4,Owen Tippett,Philadelphia Flyers,Right Wing,1,1,6,3,2,14.02,"11/01/2022, 19:38:03"
8480028,4,Morgan Frost,Philadelphia Flyers,Center,2,1,13,8,3,13.4,"11/01/2022, 19:38:03"
8480220,4,Noah Cates,Philadelphia Flyers,Left Wing,1,0,5,8,1,18.13,"11/01/2022, 19:38:03"
8480797,4,Joel Farabee,Philadelphia Flyers,Left Wing,2,3,20,8,5,20.04,"11/01/2022, 19:38:03"
8481178,4,Egor Zamula,Philadelphia Flyers,Defenseman,0,2,4,7,2,13.29,"11/01/2022, 19:38:04"
8476927,5,Teddy Blueger,Pittsburgh Penguins,Center,0,0,0,0,0,0.0,"11/01/2022, 19:38:04"
8478017,5,Mark Friedman,Pittsburgh Penguins,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:04"
8470604,5,Jeff Carter,Pittsburgh Penguins,Center,2,4,19,9,6,15.09,"11/01/2022, 19:38:04"
8471215,5,Evgeni Malkin,Pittsburgh Penguins,Center,4,4,35,9,8,18.4,"11/01/2022, 19:38:04"
8471675,5,Sidney Crosby,Pittsburgh Penguins,Center,4,7,31,9,11,19.59,"11/01/2022, 19:38:04"
8471724,5,Kris Letang,Pittsburgh Penguins,Defenseman,0,4,16,9,4,23.24,"11/01/2022, 19:38:05"
8473507,5,Jeff Petry,Pittsburgh Penguins,Defenseman,1,3,15,9,4,21.01,"11/01/2022, 19:38:05"
8475208,5,Brian Dumoulin,Pittsburgh Penguins,Defenseman,0,2,11,9,2,20.34,"11/01/2022, 19:38:05"
8475722,5,Jason Zucker,Pittsburgh Penguins,Left Wing,1,5,15,7,6,15.43,"11/01/2022, 19:38:05"
8475810,5,Bryan Rust,Pittsburgh Penguins,Right Wing,3,4,29,9,7,18.05,"11/01/2022, 19:38:05"
8476326,5,Josh Archibald,Pittsburgh Penguins,Right Wing,1,0,13,9,1,9.58,"11/01/2022, 19:38:05"
8476483,5,Rickard Rakell,Pittsburgh Penguins,Right Wing,4,1,38,9,5,18.55,"11/01/2022, 19:38:05"
8476934,5,Brock McGinn,Pittsburgh Penguins,Left Wing,1,0,13,9,1,12.42,"11/01/2022, 19:38:06"
8477244,5,Chad Ruhwedel,Pittsburgh Penguins,Defenseman,0,0,0,2,0,10.58,"11/01/2022, 19:38:06"
8477404,5,Jake Guentzel,Pittsburgh Penguins,Left Wing,4,2,21,5,6,18.31,"11/01/2022, 19:38:06"
8477953,5,Kasperi Kapanen,Pittsburgh Penguins,Right Wing,1,4,12,9,5,13.22,"11/01/2022, 19:38:06"
8477969,5,Marcus Pettersson,Pittsburgh Penguins,Defenseman,0,4,12,9,4,18.35,"11/01/2022, 19:38:06"
8478046,5,Danton Heinen,Pittsburgh Penguins,Left Wing,3,3,19,9,6,14.23,"11/01/2022, 19:38:06"
8480058,5,Pierre-Olivier Joseph,Pittsburgh Penguins,Defenseman,0,3,17,8,3,14.56,"11/01/2022, 19:38:07"
8480068,5,Ryan Poehling,Pittsburgh Penguins,Center,1,1,7,9,2,11.42,"11/01/2022, 19:38:07"
8480172,5,Jan Rutta,Pittsburgh Penguins,Defenseman,2,1,8,9,3,16.0,"11/01/2022, 19:38:07"
8481591,5,Sam Poulin,Pittsburgh Penguins,Right Wing,0,1,2,2,1,11.48,"11/01/2022, 19:38:07"
8482055,5,Drew O'Connor,Pittsburgh Penguins,Left Wing,0,0,0,0,0,0.0,"11/01/2022, 19:38:07"
8471276,6,David Krejci,Boston Bruins,Center,2,6,11,8,8,16.43,"11/01/2022, 19:38:08"
8479325,6,Charlie McAvoy,Boston Bruins,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:08"
8470638,6,Patrice Bergeron,Boston Bruins,Center,4,5,30,9,9,18.13,"11/01/2022, 19:38:08"
8471873,6,Anton Stralman,Boston Bruins,Defenseman,0,0,0,2,0,19.0,"11/01/2022, 19:38:08"
8473419,6,Brad Marchand,Boston Bruins,Left Wing,2,1,4,1,3,17.31,"11/01/2022, 19:38:08"
8473422,6,Nick Foligno,Boston Bruins,Left Wing,3,1,10,9,4,12.3,"11/01/2022, 19:38:08"
8475225,6,Craig Smith,Boston Bruins,Center,1,2,10,7,3,11.48,"11/01/2022, 19:38:09"
8475745,6,Charlie Coyle,Boston Bruins,Center,3,2,17,9,5,17.21,"11/01/2022, 19:38:09"
8475762,6,Derek Forbort,Boston Bruins,Defenseman,1,2,7,9,3,20.21,"11/01/2022, 19:38:09"
8475791,6,Taylor Hall,Boston Bruins,Left Wing,4,2,21,9,6,16.2,"11/01/2022, 19:38:09"
8476422,6,Mike Reilly,Boston Bruins,Defenseman,0,1,8,7,1,17.06,"11/01/2022, 19:38:09"
8476854,6,Hampus Lindholm,Boston Bruins,Defenseman,2,5,15,9,7,23.44,"11/01/2022, 19:38:09"
8476891,6,Matt Grzelcyk,Boston Bruins,Defenseman,1,3,13,5,4,18.21,"11/01/2022, 19:38:09"
8477365,6,Connor Clifton,Boston Bruins,Defenseman,0,4,18,9,4,21.13,"11/01/2022, 19:38:10"
8477931,6,Tomas Nosek,Boston Bruins,Left Wing,0,1,9,9,1,13.46,"11/01/2022, 19:38:10"
8477956,6,David Pastrnak,Boston Bruins,Right Wing,7,10,50,9,17,19.34,"11/01/2022, 19:38:10"
8478401,6,Pavel Zacha,Boston Bruins,Center,1,4,18,9,5,16.13,"11/01/2022, 19:38:10"
8478415,6,Jakub Zboril,Boston Bruins,Defenseman,0,0,5,7,0,15.28,"11/01/2022, 19:38:10"
8478421,6,A.J. Greer,Boston Bruins,Left Wing,3,2,9,7,5,10.4,"11/01/2022, 19:38:10"
8478443,6,Brandon Carlo,Boston Bruins,Defenseman,0,0,6,5,0,16.46,"11/01/2022, 19:38:11"
8478498,6,Jake DeBrusk,Boston Bruins,Left Wing,3,4,36,8,7,18.01,"11/01/2022, 19:38:11"
8479365,6,Trent Frederic,Boston Bruins,Center,1,1,10,8,2,10.46,"11/01/2022, 19:38:11"
8480880,6,Jakub Lauko,Boston Bruins,Center,0,1,5,5,1,10.54,"11/01/2022, 19:38:11"
8480035,7,Henri Jokiharju,Buffalo Sabres,Defenseman,0,1,1,4,1,15.49,"11/01/2022, 19:38:11"
8480807,7,Mattias Samuelsson,Buffalo Sabres,Defenseman,0,0,7,5,0,19.35,"11/01/2022, 19:38:12"
8473449,7,Kyle Okposo,Buffalo Sabres,Right Wing,0,6,19,9,6,14.56,"11/01/2022, 19:38:12"
8475784,7,Jeff Skinner,Buffalo Sabres,Left Wing,2,6,24,9,8,16.01,"11/01/2022, 19:38:12"
8476878,7,Zemgus Girgensons,Buffalo Sabres,Left Wing,2,1,11,9,3,12.29,"11/01/2022, 19:38:12"
8476994,7,Vinnie Hinostroza,Buffalo Sabres,Center,0,5,6,6,5,12.59,"11/01/2022, 19:38:12"
8477949,7,Alex Tuch,Buffalo Sabres,Right Wing,6,3,24,9,9,18.04,"11/01/2022, 19:38:13"
8478109,7,Victor Olofsson,Buffalo Sabres,Left Wing,6,1,29,9,7,15.15,"11/01/2022, 19:38:13"
8479335,7,Rasmus Asplund,Buffalo Sabres,Center,1,3,9,7,4,14.09,"11/01/2022, 19:38:13"
8479348,7,Kale Clague,Buffalo Sabres,Defenseman,0,0,2,2,0,15.13,"11/01/2022, 19:38:13"
8479420,7,Tage Thompson,Buffalo Sabres,Right Wing,6,6,39,9,12,17.27,"11/01/2022, 19:38:13"
8479578,7,Casey Fitzgerald,Buffalo Sabres,Defenseman,0,1,4,6,1,15.59,"11/01/2022, 19:38:13"
8479602,7,Jeremy Davies,Buffalo Sabres,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:14"
8479999,7,Casey Mittelstadt,Buffalo Sabres,Center,1,6,17,9,7,17.0,"11/01/2022, 19:38:14"
8480196,7,Jacob Bryson,Buffalo Sabres,Defenseman,0,3,4,9,3,18.08,"11/01/2022, 19:38:14"
8480839,7,Rasmus Dahlin,Buffalo Sabres,Defenseman,6,6,31,9,12,25.23,"11/01/2022, 19:38:14"
8480935,7,Lawrence Pilut,Buffalo Sabres,Defenseman,0,1,4,4,1,14.0,"11/01/2022, 19:38:14"
8480950,7,Ilya Lyubushkin,Buffalo Sabres,Defenseman,0,1,3,6,1,15.01,"11/01/2022, 19:38:14"
8481522,7,Peyton Krebs,Buffalo Sabres,Center,0,2,4,7,2,11.49,"11/01/2022, 19:38:14"
8481528,7,Dylan Cozens,Buffalo Sabres,Center,4,2,26,9,6,17.11,"11/01/2022, 19:38:15"
8482097,7,Jack Quinn,Buffalo Sabres,Right Wing,1,1,10,7,2,11.55,"11/01/2022, 19:38:15"
8482175,7,JJ Peterka,Buffalo Sabres,Right Wing,2,3,16,9,5,13.12,"11/01/2022, 19:38:15"
8482671,7,Owen Power,Buffalo Sabres,Defenseman,0,3,8,9,3,22.19,"11/01/2022, 19:38:15"
8476875,8,Mike Matheson,Montréal Canadiens,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:15"
8474149,8,Evgenii Dadonov,Montréal Canadiens,Right Wing,0,0,10,8,0,13.28,"11/01/2022, 19:38:15"
8474884,8,Mike Hoffman,Montréal Canadiens,Left Wing,1,1,17,9,2,13.53,"11/01/2022, 19:38:16"
8475227,8,Chris Wideman,Montréal Canadiens,Defenseman,0,2,11,9,2,16.32,"11/01/2022, 19:38:16"
8475233,8,David Savard,Montréal Canadiens,Defenseman,0,4,4,9,4,22.27,"11/01/2022, 19:38:16"
8475848,8,Brendan Gallagher,Montréal Canadiens,Right Wing,2,1,20,9,3,14.47,"11/01/2022, 19:38:16"
8476469,8,Joel Armia,Montréal Canadiens,Right Wing,0,0,0,1,0,17.07,"11/01/2022, 19:38:16"
8476981,8,Josh Anderson,Montréal Canadiens,Right Wing,3,2,16,9,5,14.5,"11/01/2022, 19:38:17"
8477494,8,Jonathan Drouin,Montréal Canadiens,Left Wing,0,2,4,6,2,14.18,"11/01/2022, 19:38:17"
8477497,8,Sean Monahan,Montréal Canadiens,Center,2,4,19,9,6,17.37,"11/01/2022, 19:38:17"
8477989,8,Christian Dvorak,Montréal Canadiens,Center,3,1,16,9,4,16.36,"11/01/2022, 19:38:17"
8478133,8,Jake Evans,Montréal Canadiens,Center,0,1,10,9,1,13.4,"11/01/2022, 19:38:17"
8479514,8,Rem Pitlick,Montréal Canadiens,Center,0,0,3,5,0,12.48,"11/01/2022, 19:38:18"
8479543,8,Michael Pezzetta,Montréal Canadiens,Left Wing,0,0,0,1,0,11.04,"11/01/2022, 19:38:18"
8480018,8,Nick Suzuki,Montréal Canadiens,Center,4,6,23,9,10,19.28,"11/01/2022, 19:38:18"
8480192,8,Johnathan Kovacevic,Montréal Canadiens,Defenseman,0,0,15,9,0,17.3,"11/01/2022, 19:38:18"
8480887,8,Jordan Harris,Montréal Canadiens,Defenseman,0,3,20,9,3,20.45,"11/01/2022, 19:38:18"
8481523,8,Kirby Dach,Montréal Canadiens,Center,1,4,14,9,5,14.47,"11/01/2022, 19:38:18"
8481540,8,Cole Caufield,Montréal Canadiens,Right Wing,7,3,31,9,10,17.13,"11/01/2022, 19:38:19"
8482087,8,Kaiden Guhle,Montréal Canadiens,Defenseman,1,2,10,9,3,21.13,"11/01/2022, 19:38:19"
8482964,8,Arber Xhekaj,Montréal Canadiens,Defenseman,1,2,15,9,3,14.48,"11/01/2022, 19:38:19"
8483515,8,Juraj Slafkovsky,Montréal Canadiens,Left Wing,2,0,5,6,2,11.15,"11/01/2022, 19:38:19"
8480064,9,Josh Norris,Ottawa Senators,Center,1,1,8,5,2,18.2,"11/01/2022, 19:38:19"
8482245,9,Artem Zub,Ottawa Senators,Defenseman,1,2,6,7,3,21.59,"11/01/2022, 19:38:19"
8473512,9,Claude Giroux,Ottawa Senators,Right Wing,2,4,20,8,6,16.47,"11/01/2022, 19:38:20"
8473544,9,Derick Brassard,Ottawa Senators,Center,1,0,4,3,1,15.1,"11/01/2022, 19:38:20"
8474207,9,Nick Holden,Ottawa Senators,Defenseman,1,1,7,6,2,16.03,"11/01/2022, 19:38:20"
8474612,9,Travis Hamonic,Ottawa Senators,Defenseman,0,1,14,8,1,18.38,"11/01/2022, 19:38:20"
8475766,9,Austin Watson,Ottawa Senators,Left Wing,0,1,6,8,1,9.04,"11/01/2022, 19:38:20"
8477353,9,Tyler Motte,Ottawa Senators,Left Wing,2,5,16,8,7,15.29,"11/01/2022, 19:38:21"
8477471,9,Dillon Heatherington,Ottawa Senators,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:21"
8478469,9,Thomas Chabot,Ottawa Senators,Defenseman,2,3,23,8,5,25.58,"11/01/2022, 19:38:21"
8478472,9,Mathieu Joseph,Ottawa Senators,Right Wing,0,2,6,8,2,14.02,"11/01/2022, 19:38:21"
8479337,9,Alex DeBrincat,Ottawa Senators,Right Wing,2,6,39,8,8,19.27,"11/01/2022, 19:38:21"
8479458,9,Nikita Zaitsev,Ottawa Senators,Defenseman,0,0,0,3,0,14.39,"11/01/2022, 19:38:21"
8479580,9,Dylan Gambrell,Ottawa Senators,Center,0,0,0,0,0,0.0,"11/01/2022, 19:38:22"
8480073,9,Erik Brannstrom,Ottawa Senators,Defenseman,0,2,10,8,2,14.29,"11/01/2022, 19:38:22"
8480208,9,Drake Batherson,Ottawa Senators,Right Wing,3,8,26,8,11,18.07,"11/01/2022, 19:38:22"
8480355,9,Mark Kastelic,Ottawa Senators,Center,2,0,7,8,2,8.22,"11/01/2022, 19:38:22"
8480448,9,Parker Kelly,Ottawa Senators,Left Wing,0,0,2,8,0,7.47,"11/01/2022, 19:38:22"
8480801,9,Brady Tkachuk,Ottawa Senators,Left Wing,6,5,30,8,11,17.24,"11/01/2022, 19:38:22"
8481596,9,Shane Pinto,Ottawa Senators,Center,6,1,14,8,7,14.28,"11/01/2022, 19:38:23"
8482105,9,Jake Sanderson,Ottawa Senators,Defenseman,0,4,8,8,4,18.57,"11/01/2022, 19:38:23"
8482116,9,Tim Stützle,Ottawa Senators,Left Wing,1,5,12,8,6,18.47,"11/01/2022, 19:38:23"
8474162,10,Jake Muzzin,Toronto Maple Leafs,Defenseman,0,1,8,4,1,16.42,"11/01/2022, 19:38:23"
8474818,10,Jordie Benn,Toronto Maple Leafs,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:23"
8475160,10,Kyle Clifford,Toronto Maple Leafs,Left Wing,0,1,2,2,1,7.54,"11/01/2022, 19:38:23"
8477472,10,Carl Dahlstrom,Toronto Maple Leafs,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:24"
8480043,10,Timothy Liljegren,Toronto Maple Leafs,Defenseman,0,0,0,0,0,0.0,"11/01/2022, 19:38:24"
8470966,10,Mark Giordano,Toronto Maple Leafs,Defenseman,0,2,15,10,2,17.45,"11/01/2022, 19:38:24"
8474673,10,TJ Brodie,Toronto Maple Leafs,Defenseman,0,2,12,10,2,21.04,"11/01/2022, 19:38:24"
8475166,10,John Tavares,Toronto Maple Leafs,Center,4,6,38,10,10,18.04,"11/01/2022, 19:38:24"
8475714,10,Calle Jarnkrok,Toronto Maple Leafs,Center,2,1,13,10,3,13.13,"11/01/2022, 19:38:25"
8475718,10,Justin Holl,Toronto Maple Leafs,Defenseman,1,0,10,10,1,20.19,"11/01/2022, 19:38:25"
8476853,10,Morgan Rielly,Toronto Maple Leafs,Defenseman,0,7,17,10,7,23.51,"11/01/2022, 19:38:25"
8477021,10,Alexander Kerfoot,Toronto Maple Leafs,Center,1,4,15,10,5,15.46,"11/01/2022, 19:38:25"
8477939,10,William Nylander,Toronto Maple Leafs,Right Wing,4,6,30,10,10,18.28,"11/01/2022, 19:38:25"
8477979,10,Nicolas Aube-Kubel,Toronto Maple Leafs,Right Wing,0,0,2,6,0,9.04,"11/01/2022, 19:38:25"
8478047,10,Michael Bunting,Toronto Maple Leafs,Left Wing,2,3,21,10,5,16.1,"11/01/2022, 19:38:25"
8478115,10,Pierre Engvall,Toronto Maple Leafs,Left Wing,1,0,13,9,1,12.09,"11/01/2022, 19:38:25"
8478483,10,Mitchell Marner,Toronto Maple Leafs,Right Wing,2,7,21,10,9,22.49,"11/01/2022, 19:38:26"
8478843,10,Denis Malgin,Toronto Maple Leafs,Center,2,0,7,6,2,10.48,"11/01/2022, 19:38:26"
8479318,10,Auston Matthews,Toronto Maple Leafs,Center,3,5,48,10,8,21.36,"11/01/2022, 19:38:26"
8479376,10,Victor Mete,Toronto Maple Leafs,Defenseman,0,0,1,4,0,13.19,"11/01/2022, 19:38:26"
8479944,10,Zach Aston-Reese,Toronto Maple Leafs,Center,0,0,5,8,0,10.02,"11/01/2022, 19:38:26"
8480144,10,David Kampf,Toronto Maple Leafs,Center,3,1,13,10,4,13.34,"11/01/2022, 19:38:27"
8480820,10,Filip Kral,Toronto Maple Leafs,Defenseman,0,0,1,2,0,9.57,"11/01/2022, 19:38:27"
8480873,10,Rasmus Sandin,Toronto Maple Leafs,Defenseman,0,3,10,10,3,17.17,"11/01/2022, 19:38:27"
8480995,10,Pontus Holmberg,Toronto Maple Leafs,Right Wing,0,0,0,0,0,0.0,"11/01/2022, 19:38:27"
8481582,10,Nicholas Robertson,Toronto Maple Leafs,Left Wing,2,2,11,6,4,11.59,"11/01/2022, 19:38:27"
8470613,12,Brent Burns,Carolina Hurricanes,Defenseman,2,5,34,9,7,23.2,"11/01/2022, 19:38:27"
8471669,12,Paul Stastny,Carolina Hurricanes,Center,0,3,5,9,3,12.48,"11/01/2022, 19:38:28"
8473533,12,Jordan Staal,Carolina Hurricanes,Center,1,2,8,9,3,15.09,"11/01/2022, 19:38:28"
8474613,12,Derek Stepan,Carolina Hurricanes,Center,0,1,18,9,1,9.43,"11/01/2022, 19:38:28"
8475177,12,Calvin de Haan,Carolina Hurricanes,Defenseman,1,0,4,4,1,12.17,"11/01/2022, 19:38:28"
8475855,12,Jesper Fast,Carolina Hurricanes,Right Wing,1,1,8,9,2,14.1,"11/01/2022, 19:38:28"
