id,currentteamid,playername,currentteam,position,lastupdated,goals,assists,pim,shots,games,hits,powerplaygoals,powerplaypoints,faceoffpct,blocked,plusminus,points,timeonicepergame
8475793,18,Ryan Johansen,Nashville Predators,Center,"10/27/2022, 19:13:18",2.0,2.0,4.0,10.0,7.0,11.0,0.0,1.0,65.29,1.0,-2.0,4.0,16.5
8475798,18,Mikael Granlund,Nashville Predators,Center,"10/27/2022, 19:13:18",0.0,6.0,2.0,10.0,7.0,9.0,0.0,2.0,45.74,6.0,-7.0,6.0,20.34
8475799,18,Nino Niederreiter,Nashville Predators,Right Wing,"10/27/2022, 19:13:18",4.0,1.0,2.0,15.0,7.0,17.0,1.0,1.0,50.0,2.0,-2.0,5.0,16.16
8476887,18,Filip Forsberg,Nashville Predators,Left Wing,"10/27/2022, 19:13:18",2.0,2.0,0.0,21.0,7.0,9.0,0.0,1.0,0.0,2.0,-5.0,4.0,18.51
8476925,18,Colton Sissons,Nashville Predators,Center,"10/27/2022, 19:13:19",0.0,3.0,0.0,8.0,7.0,17.0,0.0,0.0,56.25,5.0,1.0,3.0,14.55
8477446,18,Michael McCarron,Nashville Predators,Right Wing,"10/27/2022, 19:13:19",0.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,41.67,2.0,-1.0,0.0,9.17
8477482,18,Zach Sanford,Nashville Predators,Left Wing,"10/27/2022, 19:13:19",0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54
8478468,18,Jeremy Lauzon,Nashville Predators,Defenseman,"10/27/2022, 19:13:19",0.0,0.0,6.0,0.0,3.0,13.0,0.0,0.0,0.0,5.0,-1.0,0.0,14.11
8478508,18,Yakov Trenin,Nashville Predators,Center,"10/27/2022, 19:13:19",1.0,1.0,4.0,7.0,7.0,12.0,0.0,0.0,50.0,2.0,0.0,2.0,14.04
8478851,18,Alexandre Carrier,Nashville Predators,Defenseman,"10/27/2022, 19:13:19",0.0,0.0,2.0,9.0,7.0,11.0,0.0,0.0,0.0,8.0,-1.0,0.0,17.33
8479371,18,Dante Fabbro,Nashville Predators,Defenseman,"10/27/2022, 19:13:19",0.0,1.0,4.0,10.0,7.0,9.0,0.0,0.0,0.0,9.0,-2.0,1.0,16.1
8479661,18,Tanner Jeannot,Nashville Predators,Left Wing,"10/27/2022, 19:13:20",2.0,1.0,11.0,13.0,7.0,26.0,0.0,0.0,50.0,4.0,-1.0,3.0,15.56
8479996,18,Cody Glass,Nashville Predators,Center,"10/27/2022, 19:13:20",1.0,1.0,2.0,7.0,6.0,3.0,0.0,0.0,42.11,2.0,1.0,2.0,11.35
8480009,18,Eeli Tolvanen,Nashville Predators,Right Wing,"10/27/2022, 19:13:20",1.0,2.0,2.0,11.0,7.0,10.0,0.0,0.0,33.33,12.0,-1.0,3.0,14.18
8480748,18,Kiefer Sherwood,Nashville Predators,Left Wing,"10/27/2022, 19:13:20",1.0,1.0,2.0,4.0,4.0,6.0,0.0,0.0,100.0,0.0,2.0,2.0,10.12
8482062,18,Cole Smith,Nashville Predators,Left Wing,"10/27/2022, 19:13:20",0.0,1.0,9.0,5.0,7.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,10.53
8477402,19,Pavel Buchnevich,St. Louis Blues,Left Wing,"10/27/2022, 19:13:20",1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,18.5
8481059,19,Scott Perunovich,St. Louis Blues,Defenseman,"10/27/2022, 19:13:21",,,,,,,,,,,,,
8474618,19,Marco Scandella,St. Louis Blues,Defenseman,"10/27/2022, 19:13:21",,,,,,,,,,,,,
8474145,19,Robert Bortuzzo,St. Louis Blues,Defenseman,"10/27/2022, 19:13:21",0.0,0.0,2.0,2.0,5.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,12.15
8475158,19,Ryan O'Reilly,St. Louis Blues,Center,"10/27/2022, 19:13:21",1.0,0.0,0.0,13.0,5.0,1.0,1.0,1.0,52.05,2.0,-5.0,1.0,19.02
8475170,19,Brayden Schenn,St. Louis Blues,Center,"10/27/2022, 19:13:21",1.0,5.0,4.0,6.0,5.0,7.0,0.0,2.0,25.0,2.0,0.0,6.0,18.2
8475181,19,Nick Leddy,St. Louis Blues,Defenseman,"10/27/2022, 19:13:21",0.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,11.0,-2.0,2.0,23.01
8475752,19,Tyler Pitlick,St. Louis Blues,Center,"10/27/2022, 19:13:22",0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,8.47
8475753,19,Justin Faulk,St. Louis Blues,Defenseman,"10/27/2022, 19:13:22",3.0,2.0,2.0,16.0,5.0,9.0,0.0,1.0,0.0,9.0,2.0,5.0,22.07
8475765,19,Vladimir Tarasenko,St. Louis Blues,Right Wing,"10/27/2022, 19:13:22",2.0,4.0,0.0,17.0,5.0,4.0,0.0,1.0,0.0,2.0,3.0,6.0,17.57
8476410,19,Josh Leivo,St. Louis Blues,Left Wing,"10/27/2022, 19:13:22",0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,-1.0,0.0,9.46
8476438,19,Brandon Saad,St. Louis Blues,Left Wing,"10/27/2022, 19:13:22",0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,15.53
8476792,19,Torey Krug,St. Louis Blues,Defenseman,"10/27/2022, 19:13:22",1.0,1.0,0.0,10.0,5.0,0.0,1.0,2.0,0.0,8.0,-4.0,2.0,20.37
8476892,19,Colton Parayko,St. Louis Blues,Defenseman,"10/27/2022, 19:13:22",0.0,1.0,0.0,7.0,5.0,7.0,0.0,0.0,0.0,4.0,-3.0,1.0,23.27
8477573,19,Nathan Walker,St. Louis Blues,Left Wing,"10/27/2022, 19:13:23",0.0,0.0,2.0,5.0,5.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,11.05
8477964,19,Ivan Barbashev,St. Louis Blues,Center,"10/27/2022, 19:13:23",1.0,0.0,2.0,11.0,5.0,10.0,0.0,0.0,35.71,2.0,0.0,1.0,15.35
8478569,19,Noel Acciari,St. Louis Blues,Center,"10/27/2022, 19:13:23",0.0,0.0,2.0,2.0,5.0,16.0,0.0,0.0,63.83,8.0,-2.0,0.0,13.02
8478859,19,Niko Mikkola,St. Louis Blues,Defenseman,"10/27/2022, 19:13:23",0.0,0.0,6.0,3.0,5.0,12.0,0.0,0.0,0.0,15.0,2.0,0.0,14.03
8479366,19,Logan Brown,St. Louis Blues,Center,"10/27/2022, 19:13:23",0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,23.08,2.0,-1.0,0.0,11.07
8479385,19,Jordan Kyrou,St. Louis Blues,Center,"10/27/2022, 19:13:23",1.0,0.0,2.0,16.0,5.0,1.0,0.0,0.0,100.0,4.0,-6.0,1.0,19.12
8480023,19,Robert Thomas,St. Louis Blues,Center,"10/27/2022, 19:13:24",0.0,4.0,0.0,3.0,5.0,0.0,0.0,0.0,55.91,4.0,1.0,4.0,20.31
8480157,19,Calle Rosen,St. Louis Blues,Defenseman,"10/27/2022, 19:13:24",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.19
8480281,19,Alexey Toropchenko,St. Louis Blues,Right Wing,"10/27/2022, 19:13:24",0.0,0.0,2.0,3.0,5.0,11.0,0.0,0.0,0.0,2.0,-1.0,0.0,10.38
8482089,19,Jake Neighbours,St. Louis Blues,Left Wing,"10/27/2022, 19:13:24",1.0,0.0,4.0,5.0,5.0,7.0,0.0,0.0,0.0,1.0,-2.0,1.0,12.03
8473453,20,Trevor Lewis,Calgary Flames,Center,"10/27/2022, 19:13:24",1.0,0.0,2.0,13.0,6.0,7.0,0.0,0.0,33.33,3.0,2.0,1.0,13.5
8473473,20,Milan Lucic,Calgary Flames,Left Wing,"10/27/2022, 19:13:24",0.0,2.0,4.0,6.0,6.0,16.0,0.0,0.0,57.14,2.0,1.0,2.0,10.35
8474150,20,Mikael Backlund,Calgary Flames,Center,"10/27/2022, 19:13:24",2.0,0.0,4.0,26.0,6.0,7.0,0.0,0.0,60.42,2.0,-1.0,2.0,17.44
8474628,20,Michael Stone,Calgary Flames,Defenseman,"10/27/2022, 19:13:25",2.0,3.0,2.0,14.0,6.0,5.0,0.0,1.0,0.0,7.0,3.0,5.0,14.02
8475172,20,Nazem Kadri,Calgary Flames,Center,"10/27/2022, 19:13:25",4.0,5.0,2.0,21.0,6.0,6.0,2.0,5.0,44.44,4.0,1.0,9.0,16.58
8475690,20,Chris Tanev,Calgary Flames,Defenseman,"10/27/2022, 19:13:25",0.0,0.0,2.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,-1.0,0.0,20.4
8475726,20,Tyler Toffoli,Calgary Flames,Right Wing,"10/27/2022, 19:13:25",3.0,2.0,4.0,21.0,6.0,3.0,2.0,3.0,0.0,2.0,0.0,5.0,15.33
8476399,20,Blake Coleman,Calgary Flames,Center,"10/27/2022, 19:13:25",0.0,2.0,6.0,10.0,6.0,13.0,0.0,0.0,100.0,6.0,0.0,2.0,14.37
8476439,20,Brett Ritchie,Calgary Flames,Right Wing,"10/27/2022, 19:13:25",2.0,1.0,2.0,9.0,6.0,14.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0
8476456,20,Jonathan Huberdeau,Calgary Flames,Center,"10/27/2022, 19:13:25",1.0,4.0,0.0,8.0,6.0,6.0,1.0,4.0,0.0,6.0,-1.0,5.0,16.05
8477346,20,MacKenzie Weegar,Calgary Flames,Defenseman,"10/27/2022, 19:13:26",0.0,3.0,2.0,9.0,6.0,14.0,0.0,0.0,0.0,9.0,0.0,3.0,21.12
8477496,20,Elias Lindholm,Calgary Flames,Center,"10/27/2022, 19:13:26",2.0,0.0,0.0,10.0,6.0,6.0,2.0,2.0,55.37,2.0,-3.0,2.0,19.21
8477507,20,Nikita Zadorov,Calgary Flames,Defenseman,"10/27/2022, 19:13:26",1.0,0.0,8.0,9.0,6.0,17.0,0.0,0.0,0.0,3.0,4.0,1.0,18.12
8478233,20,Andrew Mangiapane,Calgary Flames,Left Wing,"10/27/2022, 19:13:26",2.0,2.0,0.0,14.0,6.0,3.0,0.0,0.0,0.0,1.0,-2.0,4.0,16.32
8478396,20,Noah Hanifin,Calgary Flames,Defenseman,"10/27/2022, 19:13:26",0.0,0.0,4.0,12.0,5.0,10.0,0.0,0.0,0.0,4.0,-1.0,0.0,21.09
8478397,20,Rasmus Andersson,Calgary Flames,Defenseman,"10/27/2022, 19:13:26",1.0,6.0,8.0,12.0,6.0,5.0,0.0,4.0,0.0,6.0,-1.0,7.0,23.53
8479291,20,Kevin Rooney,Calgary Flames,Center,"10/27/2022, 19:13:27",0.0,1.0,0.0,4.0,6.0,11.0,0.0,0.0,45.71,1.0,2.0,1.0,9.23
8479346,20,Dillon Dube,Calgary Flames,Center,"10/27/2022, 19:13:27",1.0,3.0,4.0,13.0,6.0,7.0,0.0,0.0,55.56,2.0,1.0,4.0,15.33
8480008,20,Adam Ruzicka,Calgary Flames,Center,"10/27/2022, 19:13:27",,,,,,,,,,,,,
8482067,20,Connor Mackey,Calgary Flames,Defenseman,"10/27/2022, 19:13:27",0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,10.5
8471794,21,Darren Helm,Colorado Avalanche,Center,"10/27/2022, 19:13:27",,,,,,,,,,,,,
8471699,21,Andrew Cogliano,Colorado Avalanche,Center,"10/27/2022, 19:13:27",1.0,2.0,2.0,11.0,7.0,6.0,0.0,0.0,0.0,6.0,3.0,3.0,13.43
8473446,21,Erik Johnson,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:27",0.0,2.0,2.0,11.0,7.0,14.0,0.0,0.0,0.0,14.0,3.0,2.0,15.39
8476312,21,Josh Manson,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:27",1.0,0.0,17.0,6.0,7.0,20.0,0.0,0.0,0.0,4.0,-1.0,1.0,17.38
8477073,21,Kurtis MacDermid,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:28",0.0,0.0,7.0,0.0,4.0,17.0,0.0,0.0,0.0,1.0,-1.0,0.0,7.15
8477456,21,J.T. Compher,Colorado Avalanche,Left Wing,"10/27/2022, 19:13:28",0.0,1.0,4.0,7.0,7.0,6.0,0.0,0.0,48.57,6.0,1.0,1.0,16.28
8477476,21,Artturi Lehkonen,Colorado Avalanche,Left Wing,"10/27/2022, 19:13:28",2.0,3.0,6.0,17.0,7.0,10.0,2.0,5.0,0.0,6.0,-2.0,5.0,20.32
8477492,21,Nathan MacKinnon,Colorado Avalanche,Center,"10/27/2022, 19:13:28",3.0,7.0,8.0,34.0,7.0,12.0,2.0,4.0,53.74,3.0,3.0,10.0,21.55
8477501,21,Valeri Nichushkin,Colorado Avalanche,Right Wing,"10/27/2022, 19:13:28",7.0,5.0,0.0,26.0,7.0,12.0,5.0,6.0,0.0,5.0,1.0,12.0,20.27
8478038,21,Devon Toews,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:28",0.0,3.0,0.0,10.0,5.0,3.0,0.0,0.0,0.0,14.0,0.0,3.0,22.07
8478211,21,Dryden Hunt,Colorado Avalanche,Left Wing,"10/27/2022, 19:13:28",1.0,0.0,4.0,4.0,6.0,22.0,0.0,0.0,0.0,2.0,-2.0,1.0,7.18
8478420,21,Mikko Rantanen,Colorado Avalanche,Right Wing,"10/27/2022, 19:13:28",3.0,6.0,4.0,23.0,7.0,7.0,0.0,6.0,33.33,2.0,-2.0,9.0,21.03
8478542,21,Evan Rodrigues,Colorado Avalanche,Center,"10/27/2022, 19:13:29",2.0,0.0,6.0,13.0,7.0,7.0,1.0,1.0,57.14,1.0,-3.0,2.0,15.56
8479398,21,Samuel Girard,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:29",1.0,2.0,4.0,12.0,7.0,9.0,0.0,1.0,0.0,4.0,0.0,3.0,19.07
8479573,21,Mikhail Maltsev,Colorado Avalanche,Left Wing,"10/27/2022, 19:13:29",0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,5.54
8480069,21,Cale Makar,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:29",0.0,7.0,4.0,15.0,7.0,10.0,0.0,6.0,0.0,12.0,0.0,7.0,26.13
8481186,21,Logan O'Connor,Colorado Avalanche,Right Wing,"10/27/2022, 19:13:29",1.0,1.0,4.0,8.0,7.0,16.0,0.0,0.0,0.0,1.0,4.0,2.0,13.21
8481524,21,Bowen Byram,Colorado Avalanche,Defenseman,"10/27/2022, 19:13:30",2.0,3.0,2.0,10.0,7.0,12.0,0.0,1.0,0.0,8.0,6.0,5.0,21.15
8481618,21,Alex Newhook,Colorado Avalanche,Center,"10/27/2022, 19:13:30",0.0,0.0,4.0,10.0,7.0,5.0,0.0,0.0,32.0,2.0,-4.0,0.0,13.19
8475169,22,Evander Kane,Edmonton Oilers,Left Wing,"10/27/2022, 19:13:30",2.0,4.0,8.0,30.0,7.0,33.0,0.0,2.0,50.0,4.0,2.0,6.0,20.5
8475197,22,Tyson Barrie,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:30",1.0,2.0,0.0,13.0,7.0,4.0,1.0,3.0,0.0,3.0,3.0,3.0,19.16
8475786,22,Zach Hyman,Edmonton Oilers,Left Wing,"10/27/2022, 19:13:30",3.0,5.0,4.0,21.0,7.0,10.0,1.0,2.0,33.33,3.0,4.0,8.0,19.52
8476454,22,Ryan Nugent-Hopkins,Edmonton Oilers,Center,"10/27/2022, 19:13:30",4.0,4.0,6.0,21.0,7.0,7.0,0.0,3.0,46.58,5.0,1.0,8.0,19.17
8476850,22,Ryan Murray,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:31",0.0,1.0,2.0,7.0,7.0,4.0,0.0,0.0,0.0,6.0,-4.0,1.0,12.06
8476879,22,Cody Ceci,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:31",1.0,1.0,0.0,8.0,7.0,6.0,0.0,0.0,0.0,10.0,5.0,2.0,20.22
8476913,22,Devin Shore,Edmonton Oilers,Center,"10/27/2022, 19:13:31",0.0,0.0,0.0,4.0,6.0,9.0,0.0,0.0,80.0,4.0,1.0,0.0,7.25
8476967,22,Brett Kulak,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:31",0.0,1.0,4.0,7.0,7.0,5.0,0.0,0.0,0.0,11.0,6.0,1.0,16.21
8477498,22,Darnell Nurse,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:31",2.0,3.0,10.0,12.0,7.0,17.0,0.0,1.0,0.0,17.0,4.0,5.0,23.48
8477934,22,Leon Draisaitl,Edmonton Oilers,Center,"10/27/2022, 19:13:31",3.0,9.0,6.0,24.0,7.0,1.0,2.0,5.0,54.66,5.0,3.0,12.0,22.26
8477998,22,Warren Foegele,Edmonton Oilers,Left Wing,"10/27/2022, 19:13:31",0.0,1.0,6.0,9.0,6.0,12.0,0.0,0.0,100.0,2.0,0.0,1.0,11.26
8478402,22,Connor McDavid,Edmonton Oilers,Center,"10/27/2022, 19:13:32",5.0,6.0,4.0,25.0,7.0,10.0,3.0,5.0,54.67,2.0,2.0,11.0,22.59
8478585,22,Derek Ryan,Edmonton Oilers,Center,"10/27/2022, 19:13:32",0.0,1.0,2.0,4.0,6.0,6.0,0.0,0.0,48.15,6.0,0.0,1.0,9.48
8479338,22,Markus Niemelainen,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:32",0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,1.0,-1.0,0.0,8.3
8479344,22,Jesse Puljujarvi,Edmonton Oilers,Right Wing,"10/27/2022, 19:13:32",1.0,0.0,2.0,10.0,7.0,16.0,0.0,0.0,0.0,3.0,-4.0,1.0,12.25
8479977,22,Kailer Yamamoto,Edmonton Oilers,Right Wing,"10/27/2022, 19:13:32",0.0,1.0,0.0,8.0,6.0,10.0,0.0,0.0,0.0,2.0,2.0,1.0,17.51
8480802,22,Ryan McLeod,Edmonton Oilers,Center,"10/27/2022, 19:13:32",3.0,0.0,6.0,6.0,7.0,4.0,0.0,0.0,46.15,0.0,2.0,3.0,14.5
8480803,22,Evan Bouchard,Edmonton Oilers,Defenseman,"10/27/2022, 19:13:33",0.0,2.0,0.0,22.0,7.0,16.0,0.0,0.0,0.0,4.0,-2.0,2.0,18.03
8482077,22,Dylan Holloway,Edmonton Oilers,Left Wing,"10/27/2022, 19:13:33",0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,1.0,-2.0,0.0,6.46
8477359,23,Tucker Poolman,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:33",0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,13.57
8477508,23,Curtis Lazar,Vancouver Canucks,Center,"10/27/2022, 19:13:33",1.0,0.0,2.0,6.0,7.0,17.0,0.0,0.0,39.13,8.0,3.0,1.0,11.43
8478408,23,Travis Dermott,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:33",,,,,,,,,,,,,
8478444,23,Brock Boeser,Vancouver Canucks,Right Wing,"10/27/2022, 19:13:33",0.0,4.0,4.0,9.0,6.0,0.0,0.0,0.0,40.0,2.0,-3.0,4.0,16.39
8480800,23,Quinn Hughes,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:33",0.0,5.0,2.0,11.0,5.0,0.0,0.0,1.0,0.0,8.0,1.0,5.0,27.13
8475413,23,Justin Dowling,Vancouver Canucks,Center,"10/27/2022, 19:13:34",,,,,,,,,,,,,
8474568,23,Luke Schenn,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:34",0.0,1.0,11.0,9.0,7.0,25.0,0.0,0.0,0.0,9.0,1.0,1.0,18.06
8474574,23,Tyler Myers,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:34",0.0,1.0,4.0,6.0,4.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,22.22
8475171,23,Oliver Ekman-Larsson,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:34",0.0,4.0,0.0,13.0,7.0,11.0,0.0,0.0,0.0,6.0,-3.0,4.0,22.5
8476468,23,J.T. Miller,Vancouver Canucks,Center,"10/27/2022, 19:13:34",4.0,1.0,4.0,14.0,7.0,15.0,2.0,3.0,43.24,3.0,-5.0,5.0,20.2
8476871,23,Tanner Pearson,Vancouver Canucks,Left Wing,"10/27/2022, 19:13:34",0.0,4.0,10.0,8.0,7.0,8.0,0.0,1.0,50.0,2.0,-2.0,4.0,14.01
8477335,23,Kyle Burroughs,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:34",1.0,0.0,5.0,10.0,6.0,23.0,0.0,0.0,0.0,13.0,-3.0,1.0,19.0
8477500,23,Bo Horvat,Vancouver Canucks,Center,"10/27/2022, 19:13:35",4.0,2.0,2.0,20.0,7.0,4.0,0.0,2.0,56.44,4.0,-2.0,6.0,19.4
8478057,23,Dakota Joshua,Vancouver Canucks,Center,"10/27/2022, 19:13:35",1.0,1.0,4.0,6.0,7.0,19.0,0.0,0.0,50.0,1.0,2.0,2.0,9.59
8478454,23,Noah Juulsen,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:35",0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,3.0,-1.0,0.0,11.03
8478465,23,Guillaume Brisebois,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:35",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,15.21
8478856,23,Conor Garland,Vancouver Canucks,Right Wing,"10/27/2022, 19:13:35",2.0,0.0,0.0,9.0,6.0,1.0,1.0,1.0,0.0,1.0,-1.0,2.0,14.34
8479367,23,William Lockwood,Vancouver Canucks,Right Wing,"10/27/2022, 19:13:36",,,,,,,,,,,,,
8479388,23,Riley Stillman,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:36",0.0,0.0,7.0,5.0,5.0,10.0,0.0,0.0,0.0,4.0,-3.0,0.0,12.36
8480012,23,Elias Pettersson,Vancouver Canucks,Center,"10/27/2022, 19:13:36",3.0,4.0,0.0,22.0,7.0,8.0,0.0,2.0,44.05,8.0,-4.0,7.0,20.23
8480056,23,Jack Rathbone,Vancouver Canucks,Defenseman,"10/27/2022, 19:13:36",0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,17.39
8480326,23,Sheldon Dries,Vancouver Canucks,Center,"10/27/2022, 19:13:36",,,,,,,,,,,,,
8481535,23,Nils Hoglander,Vancouver Canucks,Left Wing,"10/27/2022, 19:13:36",0.0,1.0,2.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,-1.0,1.0,13.18
8481617,23,Vasily Podkolzin,Vancouver Canucks,Right Wing,"10/27/2022, 19:13:36",0.0,2.0,0.0,13.0,7.0,11.0,0.0,0.0,33.33,4.0,-2.0,2.0,14.4
8481624,23,Ilya Mikheyev,Vancouver Canucks,Right Wing,"10/27/2022, 19:13:36",0.0,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,-2.0,1.0,17.29
8482496,23,Nils Aman,Vancouver Canucks,Center,"10/27/2022, 19:13:37",1.0,1.0,0.0,2.0,7.0,5.0,0.0,0.0,39.58,2.0,1.0,2.0,11.29
8483808,23,Andrei Kuzmenko,Vancouver Canucks,Left Wing,"10/27/2022, 19:13:37",1.0,1.0,0.0,21.0,7.0,0.0,1.0,1.0,0.0,3.0,-6.0,2.0,15.29
8480001,24,Urho Vaakanainen,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:37",,,,,,,,,,,,,
8474031,24,Kevin Shattenkirk,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:37",0.0,1.0,6.0,14.0,7.0,5.0,0.0,0.0,0.0,9.0,1.0,1.0,17.29
8474641,24,Adam Henrique,Anaheim Ducks,Center,"10/27/2022, 19:13:37",0.0,1.0,0.0,9.0,7.0,8.0,0.0,0.0,37.93,3.0,-3.0,1.0,15.0
8474683,24,Derek Grant,Anaheim Ducks,Center,"10/27/2022, 19:13:37",1.0,0.0,6.0,7.0,7.0,8.0,0.0,0.0,50.0,4.0,-1.0,1.0,13.26
8475164,24,Jakob Silfverberg,Anaheim Ducks,Right Wing,"10/27/2022, 19:13:37",2.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,50.0,5.0,0.0,2.0,15.09
8475179,24,Dmitry Kulikov,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:38",0.0,2.0,2.0,5.0,7.0,13.0,0.0,0.0,0.0,14.0,-6.0,2.0,19.57
8475764,24,Cam Fowler,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:38",0.0,1.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,11.0,-1.0,1.0,25.29
8475906,24,John Klingberg,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:38",0.0,2.0,0.0,8.0,7.0,5.0,0.0,1.0,0.0,9.0,-5.0,2.0,22.35
8476458,24,Ryan Strome,Anaheim Ducks,Center,"10/27/2022, 19:13:38",1.0,3.0,2.0,9.0,7.0,5.0,1.0,1.0,50.71,2.0,-3.0,4.0,18.39
8476470,24,Nathan Beaulieu,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:38",0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,0.0,8.0,-1.0,0.0,14.2
8478366,24,Frank Vatrano,Anaheim Ducks,Right Wing,"10/27/2022, 19:13:39",3.0,0.0,4.0,19.0,7.0,8.0,0.0,0.0,0.0,12.0,-4.0,3.0,17.13
8478841,24,Colton White,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:39",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,13.38
8478873,24,Troy Terry,Anaheim Ducks,Right Wing,"10/27/2022, 19:13:39",4.0,5.0,6.0,20.0,7.0,4.0,0.0,1.0,0.0,2.0,2.0,9.0,18.34
8479368,24,Max Jones,Anaheim Ducks,Left Wing,"10/27/2022, 19:13:39",0.0,1.0,8.0,8.0,7.0,12.0,0.0,0.0,50.0,1.0,-2.0,1.0,10.52
8480031,24,Max Comtois,Anaheim Ducks,Left Wing,"10/27/2022, 19:13:39",1.0,0.0,28.0,6.0,7.0,13.0,0.0,0.0,66.67,0.0,-1.0,1.0,12.18
8480806,24,Isac Lundestrom,Anaheim Ducks,Center,"10/27/2022, 19:13:39",0.0,2.0,2.0,12.0,7.0,2.0,0.0,0.0,50.0,3.0,-2.0,2.0,14.01
8481122,24,Simon Benoit,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:40",0.0,0.0,0.0,3.0,3.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,13.03
8481517,24,Brett Leason,Anaheim Ducks,Right Wing,"10/27/2022, 19:13:40",0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,-3.0,0.0,10.0
8481533,24,Trevor Zegras,Anaheim Ducks,Center,"10/27/2022, 19:13:40",4.0,1.0,2.0,14.0,7.0,8.0,1.0,2.0,39.39,1.0,-2.0,5.0,18.35
8482142,24,Jamie Drysdale,Anaheim Ducks,Defenseman,"10/27/2022, 19:13:40",0.0,0.0,2.0,7.0,7.0,6.0,0.0,0.0,0.0,6.0,-3.0,0.0,19.05
8482745,24,Mason McTavish,Anaheim Ducks,Center,"10/27/2022, 19:13:40",0.0,4.0,6.0,12.0,7.0,3.0,0.0,1.0,57.14,1.0,-3.0,4.0,14.5
8483630,24,Pavol Regenda,Anaheim Ducks,Left Wing,"10/27/2022, 19:13:40",0.0,2.0,0.0,5.0,5.0,3.0,0.0,0.0,50.0,3.0,-1.0,2.0,10.14
